"set","same_direction_bh_timepoints","opposite_direction_bh_timepoints","both_bh_timepoints","pah_direction","pah_fdr"
"GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",0,0,0,"Down",0.739413920391676
"GOBP_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE",0,0,0,"Down",0.739873674395995
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",0,0,0,"Down",0.739873674395995
"GOBP_INTRACELLULAR_TRANSPORT_OF_VIRUS",0,0,0,"Down",0.741268391048823
"GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.741268391048823
"GOBP_O_GLYCAN_PROCESSING",0,0,0,"Up",0.741529000683662
"GOBP_AMINO_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.742786307793768
"GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS",0,0,0,"Up",0.74632334683743
"GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS",0,0,0,"Up",0.74645333797863
"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION",0,0,0,"Down",0.74645333797863
"GOBP_PEPTIDYL_LYSINE_METHYLATION",0,0,0,"Down",0.747240133534592
"GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY",0,0,0,"Up",0.747240133534592
"GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT",0,0,0,"Down",0.747969990994419
"GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN",0,0,0,"Down",0.747969990994419
"GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Up",0.747969990994419
"GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS",0,0,0,"Down",0.747969990994419
"GOBP_REGULATION_OF_PROTEIN_ACETYLATION",0,0,0,"Down",0.747969990994419
"GOBP_RESPONSE_TO_INTERLEUKIN_4",0,0,0,"Down",0.747969990994419
"GOBP_T_HELPER_2_CELL_DIFFERENTIATION",0,0,0,"Down",0.747969990994419
"GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS",0,0,0,"Down",0.750822935718626
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",0,0,0,"Down",0.750822935718626
"GOBP_MACROMOLECULE_METHYLATION",0,0,0,"Down",0.750822935718626
"GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Up",0.750822935718626
"GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY",0,0,0,"Up",0.750822935718626
"GOBP_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",0,0,0,"Down",0.752368225373638
"GOBP_CELLULAR_PIGMENTATION",0,0,0,"Up",0.752768411190251
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Up",0.753743054758032
"GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0,0,0,"Down",0.75443790481577
"GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION",0,0,0,"Up",0.755708123401421
"GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS",0,0,0,"Down",0.755708123401421
"GOBP_NEUTROPHIL_EXTRAVASATION",0,0,0,"Up",0.757284716915301
"GOBP_REGULATION_OF_MEMBRANE_INVAGINATION",0,0,0,"Up",0.759578534062989
"GOBP_ENDOLYSOSOMAL_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.761469226603351
"GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.761469226603351
"GOBP_MEMBRANE_DISASSEMBLY",0,0,0,"Down",0.761469226603351
"GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",0,0,0,"Down",0.761469226603351
"GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS",0,0,0,"Down",0.761469226603351
"GOBP_TOR_SIGNALING",0,0,0,"Down",0.761469226603351
"GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.761651225232652
"GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT",0,0,0,"Up",0.761651225232652
"GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION",0,0,0,"Down",0.761651225232652
"GOBP_RESPONSE_TO_STARVATION",0,0,0,"Down",0.761651225232652
"GOBP_TELENCEPHALON_DEVELOPMENT",0,0,0,"Down",0.761651225232652
"GOBP_INTRACELLULAR_PH_REDUCTION",0,0,0,"Up",0.762057277787926
"GOBP_RNA_STABILIZATION",0,0,0,"Down",0.762057277787926
"GOBP_REGULATION_OF_CELL_GROWTH",0,0,0,"Down",0.764023392070568
"GOBP_CELLULAR_RESPONSE_TO_SALT_STRESS",0,0,0,"Down",0.768009321386372
"GOBP_REGULATION_OF_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM",0,0,0,"Up",0.768009321386372
"GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM",0,0,0,"Down",0.768324644560619
"GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.770321463922665
"GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.770321463922665
"GOBP_EMBRYONIC_BRAIN_DEVELOPMENT",0,0,0,"Up",0.770321463922665
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.770321463922665
"GOBP_MICROTUBULE_POLYMERIZATION",0,0,0,"Down",0.770321463922665
"GOBP_MITOCHONDRIAL_TRANSPORT",0,0,0,"Down",0.770321463922665
"GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE",0,0,0,"Down",0.770321463922665
"GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER",0,0,0,"Down",0.770321463922665
"GOBP_CELLULAR_RESPONSE_TO_LEUCINE",0,0,0,"Down",0.771648133790177
"GOBP_PROTEIN_HOMOOLIGOMERIZATION",0,0,0,"Up",0.772142698784803
"GOBP_RENAL_FILTRATION",0,0,0,"Up",0.774061802254677
"GOBP_ELASTIC_FIBER_ASSEMBLY",0,0,0,"Up",0.774580000977553
"GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS",0,0,0,"Down",0.777365520747993
"GOBP_FATTY_ACID_ELONGATION",0,0,0,"Up",0.777365520747993
"GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0,0,0,"Down",0.777365520747993
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0,0,0,"Up",0.777365520747993
"GOBP_PROTEIN_REFOLDING",0,0,0,"Up",0.777365520747993
"GOBP_REGULATION_OF_PROTEIN_DEACETYLATION",0,0,0,"Down",0.777365520747993
"GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY",0,0,0,"Down",0.777398301945313
"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY",0,0,0,"Down",0.777398301945313
"GOBP_IMMUNE_SYSTEM_DEVELOPMENT",0,0,0,"Down",0.777398301945313
"GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY",0,0,0,"Up",0.777398301945313
"GOBP_ORGANELLE_MEMBRANE_FUSION",0,0,0,"Up",0.777398301945313
"GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0,0,0,"Down",0.777398301945313
"GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE",0,0,0,"Up",0.777398301945313
"GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS",0,0,0,"Down",0.777398301945313
"GOBP_RESPONSE_TO_RADIATION",0,0,0,"Down",0.777398301945313
"GOBP_MEMBRANE_BIOGENESIS",0,0,0,"Down",0.777665324057409
"GOBP_EMBRYONIC_PLACENTA_MORPHOGENESIS",0,0,0,"Down",0.778752166479026
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0,0,0,"Down",0.780614653668255
"GOBP_DECIDUALIZATION",0,0,0,"Down",0.780691497656756
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",0,0,0,"Up",0.780691497656756
"GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS",0,0,0,"Down",0.780691497656756
"GOBP_CHROMOSOME_LOCALIZATION",0,0,0,"Up",0.781374489086198
"GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION",0,0,0,"Up",0.781374489086198
"GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION",0,0,0,"Down",0.781374489086198
"GOBP_MACROMOLECULE_DEACYLATION",0,0,0,"Down",0.781374489086198
"GOBP_NEURON_CELLULAR_HOMEOSTASIS",0,0,0,"Up",0.781374489086198
"GOBP_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0,0,0,"Down",0.781374489086198
"GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",0,0,0,"Up",0.781374489086198
"GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS",0,0,0,"Up",0.781374489086198
"GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY",0,0,0,"Down",0.781374489086198
"GOBP_MULTICELLULAR_ORGANISM_GROWTH",0,0,0,"Down",0.78324077210489
"GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS",0,0,0,"Down",0.784055329213933
"GOBP_NUCLEOSIDE_BISPHOSPHATE_CATABOLIC_PROCESS",0,0,0,"Up",0.784055329213933
"GOBP_REGULATION_OF_MACROPHAGE_MIGRATION",0,0,0,"Up",0.784055329213933
"GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0,0,0,"Up",0.784115524516575
"GOBP_PROTEIN_TARGETING_TO_MEMBRANE",0,0,0,"Down",0.784614118933706
"GOBP_CELL_VOLUME_HOMEOSTASIS",0,0,0,"Up",0.784745815602518
"GOBP_BASEMENT_MEMBRANE_ORGANIZATION",0,0,0,"Up",0.785263458589627
"GOBP_LABYRINTHINE_LAYER_DEVELOPMENT",0,0,0,"Down",0.785263458589627
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION",0,0,0,"Up",0.785263458589627
"GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING",0,0,0,"Down",0.785263458589627
"GOBP_PSEUDOPODIUM_ORGANIZATION",0,0,0,"Up",0.785263458589627
"GOBP_REGULATION_OF_MRNA_3_END_PROCESSING",0,0,0,"Up",0.785263458589627
"GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",0,0,0,"Down",0.785263458589627
"GOBP_SPLEEN_DEVELOPMENT",0,0,0,"Down",0.785263458589627
"GOBP_NUCLEAR_BODY_ORGANIZATION",0,0,0,"Down",0.787201284210073
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION",0,0,0,"Down",0.787201284210073
"GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION",0,0,0,"Up",0.787201284210073
"GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",0,0,0,"Down",0.788080809135268
"GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE",0,0,0,"Down",0.788080809135268
"GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION",0,0,0,"Down",0.788080809135268
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_SYNAPSE",0,0,0,"Down",0.788080809135268
"GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY",0,0,0,"Down",0.788080809135268
"GOBP_SEQUESTERING_OF_CALCIUM_ION",0,0,0,"Up",0.788114910615736
"GOBP_LENS_FIBER_CELL_DIFFERENTIATION",0,0,0,"Down",0.789109895789663
"GOBP_LEUKOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.79064157115153
"GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",0,0,0,"Up",0.792073396909104
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB",0,0,0,"Down",0.79234837586073
"GOBP_BONE_RESORPTION",0,0,0,"Down",0.79234837586073
"GOBP_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.79234837586073
"GOBP_DNA_CONFORMATION_CHANGE",0,0,0,"Down",0.79234837586073
"GOBP_ENDOSOME_ORGANIZATION",0,0,0,"Up",0.79234837586073
"GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_POLARITY",0,0,0,"Down",0.79234837586073
"GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",0,0,0,"Down",0.79234837586073
"GOBP_MOTOR_BEHAVIOR",0,0,0,"Down",0.79234837586073
"GOBP_NECROPTOTIC_PROCESS",0,0,0,"Up",0.79234837586073
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION",0,0,0,"Up",0.79234837586073
"GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY",0,0,0,"Up",0.79234837586073
"GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0,0,0,"Down",0.79234837586073
"GOBP_NUCLEUS_LOCALIZATION",0,0,0,"Down",0.79234837586073
"GOBP_PEPTIDYL_LYSINE_ACETYLATION",0,0,0,"Down",0.79234837586073
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION",0,0,0,"Up",0.79234837586073
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE",0,0,0,"Down",0.79234837586073
"GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS",0,0,0,"Down",0.79234837586073
"GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",0,0,0,"Up",0.79234837586073
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS",0,0,0,"Down",0.79234837586073
"GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE",0,0,0,"Down",0.79234837586073
"GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION",0,0,0,"Down",0.79234837586073
"GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.79234837586073
"GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",0,0,0,"Down",0.79234837586073
"GOBP_RESPONSE_TO_TYPE_I_INTERFERON",0,0,0,"Up",0.79234837586073
"GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION",0,0,0,"Up",0.79234837586073
"GOBP_SPHINGOMYELIN_METABOLIC_PROCESS",0,0,0,"Down",0.79234837586073
"GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER",0,0,0,"Up",0.793082737990764
"GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION",0,0,0,"Down",0.794466679175522
"GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT",0,0,0,"Down",0.798195689642881
"GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT",0,0,0,"Down",0.798195689642881
"GOBP_ERROR_PRONE_TRANSLESION_SYNTHESIS",0,0,0,"Up",0.798195689642881
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",0,0,0,"Down",0.798195689642881
"GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.798195689642881
"GOBP_HYPOTONIC_RESPONSE",0,0,0,"Up",0.798195689642881
"GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE",0,0,0,"Up",0.798195689642881
"GOBP_INNER_CELL_MASS_CELL_PROLIFERATION",0,0,0,"Down",0.798195689642881
"GOBP_LEUKOCYTE_TETHERING_OR_ROLLING",0,0,0,"Up",0.798195689642881
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0,0,0,"Up",0.798195689642881
"GOBP_LYMPHOCYTE_COSTIMULATION",0,0,0,"Down",0.798195689642881
"GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS",0,0,0,"Down",0.798195689642881
"GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS",0,0,0,"Up",0.798195689642881
"GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I",0,0,0,"Down",0.798195689642881
"GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT",0,0,0,"Up",0.798195689642881
"GOBP_PROTEIN_AUTOPHOSPHORYLATION",0,0,0,"Down",0.798195689642881
"GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.798195689642881
"GOBP_REGULATION_OF_LYSOSOMAL_LUMEN_PH",0,0,0,"Up",0.798195689642881
"GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.798195689642881
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",0,0,0,"Up",0.798195689642881
"GOBP_RESPONSE_TO_INTERLEUKIN_17",0,0,0,"Down",0.798195689642881
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0,0,0,"Up",0.798195689642881
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS",0,0,0,"Down",0.798640986320857
"GOBP_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.801169504873934
"GOBP_ERYTHROCYTE_DEVELOPMENT",0,0,0,"Up",0.801900674654858
"GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM",0,0,0,"Down",0.801900674654858
"GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.801925158730461
"GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION",0,0,0,"Up",0.807611633502253
"GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.811170365605153
"GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Down",0.811170365605153
"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",0,0,0,"Down",0.812374154282853
"GOBP_SINGLE_STRAND_BREAK_REPAIR",0,0,0,"Up",0.812374154282853
"GOBP_CERAMIDE_TRANSPORT",0,0,0,"Down",0.812828845510065
"GOBP_CEREBELLAR_CORTEX_DEVELOPMENT",0,0,0,"Down",0.812828845510065
"GOBP_CONVERGENT_EXTENSION",0,0,0,"Up",0.812828845510065
"GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS",0,0,0,"Up",0.812828845510065
"GOBP_KINETOCHORE_ASSEMBLY",0,0,0,"Up",0.812828845510065
"GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY",0,0,0,"Up",0.812828845510065
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0,0,0,"Down",0.812828845510065
"GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT",0,0,0,"Down",0.812828845510065
"GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS",0,0,0,"Up",0.812828845510065
"GOBP_PIGMENT_GRANULE_LOCALIZATION",0,0,0,"Up",0.812828845510065
"GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY",0,0,0,"Down",0.812828845510065
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE",0,0,0,"Down",0.812828845510065
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",0,0,0,"Down",0.812828845510065
"GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",0,0,0,"Down",0.812828845510065
"GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",0,0,0,"Down",0.812828845510065
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",0,0,0,"Up",0.812828845510065
"GOBP_REGULATION_OF_NUCLEAR_DIVISION",0,0,0,"Up",0.812828845510065
"GOBP_RESPONSE_TO_WATER",0,0,0,"Down",0.812828845510065
"GOBP_RNA_METHYLATION",0,0,0,"Down",0.812828845510065
"GOBP_FAT_CELL_DIFFERENTIATION",0,0,0,"Down",0.813785797753229
"GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",0,0,0,"Up",0.813785797753229
"GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION",0,0,0,"Down",0.813785797753229
"GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION",0,0,0,"Down",0.813957905242199
"GOBP_CARBOHYDRATE_PHOSPHORYLATION",0,0,0,"Up",0.815860909957742
"GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SOUND",0,0,0,"Up",0.815860909957742
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",0,0,0,"Down",0.815860909957742
"GOBP_MODIFIED_AMINO_ACID_TRANSPORT",0,0,0,"Up",0.815860909957742
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS",0,0,0,"Up",0.815860909957742
"GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0,0,0,"Up",0.815860909957742
"GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT",0,0,0,"Down",0.815860909957742
"GOBP_NUCLEAR_RNA_SURVEILLANCE",0,0,0,"Down",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_BINDING",0,0,0,"Down",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS",0,0,0,"Down",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_GLUTAMATE_SECRETION",0,0,0,"Up",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0,0,0,"Up",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0,0,0,"Down",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE",0,0,0,"Down",0.815860909957742
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0,0,0,"Up",0.815860909957742
"GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION",0,0,0,"Down",0.815860909957742
"GOBP_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY",0,0,0,"Down",0.815860909957742
"GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0,0,0,"Down",0.815860909957742
"GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ASSEMBLY",0,0,0,"Up",0.815860909957742
"GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE",0,0,0,"Up",0.815860909957742
"GOBP_SYNAPTIC_VESICLE_CLUSTERING",0,0,0,"Down",0.817969064624703
"GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS",0,0,0,"Up",0.818269242618543
"GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE",0,0,0,"Down",0.818269242618543
"GOBP_ASYMMETRIC_CELL_DIVISION",0,0,0,"Up",0.818782766377102
"GOBP_CYTOPLASM_ORGANIZATION",0,0,0,"Down",0.818782766377102
"GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION",0,0,0,"Down",0.818782766377102
"GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",0,0,0,"Down",0.818782766377102
"GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION",0,0,0,"Up",0.818782766377102
"GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION",0,0,0,"Up",0.818782766377102
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",0,0,0,"Down",0.818782766377102
"GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS",0,0,0,"Up",0.818782766377102
"GOBP_REGULATION_OF_HIPPO_SIGNALING",0,0,0,"Up",0.818782766377102
"GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS",0,0,0,"Down",0.818782766377102
"GOBP_REGULATION_OF_NEUROTRANSMITTER_SECRETION",0,0,0,"Up",0.818782766377102
"GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION",0,0,0,"Up",0.818782766377102
"GOBP_RESPONSE_TO_STEROID_HORMONE",0,0,0,"Down",0.818782766377102
"GOBP_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS",0,0,0,"Down",0.82059681058282
"GOBP_PROTEIN_SUMOYLATION",0,0,0,"Down",0.822399256842411
"GOBP_CELLULAR_HYPOTONIC_RESPONSE",0,0,0,"Up",0.824380177440352
"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",0,0,0,"Down",0.824921530081381
"GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",0,0,0,"Down",0.824921530081381
"GOBP_DICARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS",0,0,0,"Up",0.825165962096545
"GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_SYMBIONT_CELL",0,0,0,"Up",0.825165962096545
"GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0,0,0,"Down",0.825165962096545
"GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",0,0,0,"Down",0.825165962096545
"GOBP_CERAMIDE_METABOLIC_PROCESS",0,0,0,"Up",0.825311371850487
"GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",0,0,0,"Up",0.825311371850487
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION",0,0,0,"Up",0.825311371850487
"GOBP_REGULATION_OF_EXOCYTOSIS",0,0,0,"Up",0.825311371850487
"GOBP_SYNCYTIUM_FORMATION",0,0,0,"Up",0.825311371850487
"GOBP_MAINTENANCE_OF_CELL_POLARITY",0,0,0,"Up",0.826128572541755
